dwpf,relh,drct,sknt,alti,mslp,vsby,temp_c
28.0,13.06,140.0,4.0,29.99,1014.1,10.0,28.88888888888889
31.0,16.22,0.0,0.0,29.84,1009.2,10.0,27.22222222222222
31.0,17.3,0.0,0.0,29.98,1014.0,10.0,26.11111111111111
27.0,12.93,0.0,0.0,30.04,1016.0,10.0,28.333333333333332
30.0,16.68,0.0,4.0,30.07,1016.8,10.0,26.11111111111111
35.0,21.81,0.0,3.0,30.07,1017.2,10.0,25.0
42.0,30.66,0.0,0.0,30.03,1015.9,10.0,23.88888888888889
40.0,29.24,320.0,3.0,30.03,1015.8,10.0,23.333333333333332
41.0,28.54,0.0,0.0,29.98,1014.2,10.0,24.444444444444443
43.0,30.8,0.0,3.0,30.05,1016.4,10.0,24.444444444444443
39.0,25.49,330.0,4.0,30.11,1018.6,10.0,25.0
29.0,14.96,0.0,0.0,29.95,1012.8,10.0,27.22222222222222
30.0,18.46,0.0,0.0,29.94,1012.6,10.0,24.444444444444443
38.0,27.07,260.0,6.0,29.85,1009.8,10.0,23.333333333333332
36.0,26.76,210.0,5.0,29.86,1010.2,10.0,22.22222222222222
25.0,18.9,290.0,7.0,29.95,1013.3,10.0,20.555555555555557
26.0,21.3,300.0,7.0,29.97,1014.0,10.0,19.444444444444443
16.0,13.38,300.0,3.0,29.99,1015.0,10.0,20.0
16.0,11.69,120.0,4.0,29.89,1011.3,10.0,22.22222222222222
41.0,33.0,180.0,17.0,29.82,1011.3,10.0,21.999999999999996
42.0,40.39,180.0,5.0,29.75,1006.5,10.0,19.444444444444443
47.0,53.73,140.0,7.0,29.98,1014.3,10.0,17.77777777777778
38.0,45.43,180.0,4.0,30.09,1018.3,10.0,15.0
35.0,36.36,0.0,0.0,30.05,1017.1,10.0,16.666666666666668
42.0,49.73,120.0,5.0,29.82,1009.2,10.0,16.11111111111111
43.0,53.15,160.0,3.0,29.74,1006.4,10.0,15.555555555555555
15.0,15.82,80.0,8.0,30.18,1021.6,10.0,16.666666666666668
17.0,13.51,100.0,4.0,30.03,1016.1,10.0,20.555555555555557
27.0,19.9,180.0,6.0,30.03,1016.0,10.0,21.11111111111111
32.0,27.15,180.0,4.0,30.03,1016.2,10.0,19.444444444444443
36.0,35.15,240.0,6.0,29.9,1011.9,10.0,17.77777777777778
39.0,42.51,290.0,8.0,29.88,1011.0,10.0,16.666666666666668
25.0,24.13,0.0,0.0,29.83,1009.4,10.0,16.666666666666668
24.0,26.93,260.0,4.0,29.84,1010.0,10.0,14.444444444444445
29.0,34.01,260.0,3.0,30.09,1018.6,10.0,13.88888888888889
21.0,19.06,150.0,6.0,29.96,1013.8,10.0,17.77777777777778
27.0,28.1,0.0,0.0,29.94,1013.4,10.0,15.555555555555555
24.0,29.89,260.0,4.0,30.12,1019.5,10.0,12.777777777777779
25.0,28.89,0.0,0.0,30.14,1020.4,10.0,13.88888888888889
15.0,15.82,60.0,10.0,30.0,1015.2,10.0,16.666666666666668
15.0,15.82,70.0,15.0,30.07,1017.8,10.0,16.666666666666668
21.0,21.92,0.0,0.0,30.2,1022.1,10.0,15.555555555555555
20.0,19.51,0.0,0.0,30.21,1022.5,10.0,16.666666666666668
19.0,15.85,150.0,4.0,29.98,1014.5,10.0,19.444444444444443
21.0,20.43,260.0,3.0,29.92,1012.7,10.0,16.666666666666668
16.0,14.33,280.0,6.0,29.98,1014.7,10.0,18.88888888888889
21.0,14.96,0.0,0.0,30.03,1016.3,10.0,21.666666666666668
24.0,20.23,240.0,5.0,30.01,1015.7,10.0,18.88888888888889
26.0,30.21,290.0,9.0,29.78,1008.0,10.0,13.88888888888889
7.0,16.42,270.0,5.0,30.04,1017.3,10.0,10.555555555555555
2.0,13.56,240.0,7.0,30.04,1017.3,10.0,10.0
1.0,14.58,260.0,5.0,30.04,1017.3,10.0,8.333333333333334
-3.0,10.36,230.0,6.0,30.32,1026.9,10.0,10.555555555555555
13.0,15.44,290.0,4.0,30.22,1023.1,10.0,15.555555555555555
16.0,11.69,50.0,8.0,30.12,1019.3,10.0,22.22222222222222
19.0,12.47,50.0,4.0,30.09,1018.0,10.0,23.333333333333332
20.0,12.96,0.0,0.0,30.1,1018.4,10.0,23.333333333333332
17.0,11.46,260.0,4.0,30.01,1015.2,10.0,23.333333333333332
19.0,10.55,20.0,4.0,30.0,1014.8,10.0,26.11111111111111
18.0,9.72,0.0,0.0,30.07,1017.2,10.0,26.666666666666668
23.0,12.05,70.0,8.0,30.07,1016.9,10.0,26.666666666666668
25.0,15.0,80.0,4.0,30.06,1016.9,10.0,24.444444444444443
44.0,32.1,0.0,0.0,30.01,1015.0,10.0,24.444444444444443
53.0,56.66,340.0,7.0,29.98,1014.3,10.0,20.555555555555557
55.0,63.21,210.0,6.0,29.92,1012.4,10.0,20.0
53.0,70.07,0.0,0.0,29.89,1011.3,10.0,17.22222222222222
27.0,30.36,260.0,11.0,30.04,1017.0,10.0,14.444444444444445
21.0,20.43,170.0,6.0,30.25,1023.8,10.0,16.666666666666668
29.0,23.1,310.0,5.0,30.11,1018.9,10.0,20.0
30.0,21.09,190.0,3.0,30.11,1018.7,10.0,22.22222222222222
30.0,19.02,190.0,3.0,30.1,1018.3,10.0,23.88888888888889
32.0,22.03,270.0,7.0,30.1,1018.2,10.0,22.77777777777778
41.0,29.41,0.0,0.0,29.94,1012.7,10.0,23.88888888888889
40.0,28.2,0.0,4.0,29.9,1011.4,10.0,23.88888888888889
38.0,27.9,270.0,5.0,29.9,1011.4,10.0,22.77777777777778
38.0,27.9,270.0,3.0,30.01,1015.1,10.0,22.77777777777778
34.0,25.5,190.0,6.0,29.95,1013.2,10.0,21.666666666666668
23.0,22.21,260.0,12.0,29.77,1007.3,10.0,16.666666666666668
28.0,31.74,190.0,7.0,29.99,1015.2,10.0,14.444444444444445
26.0,30.21,0.0,0.0,29.94,1013.4,10.0,13.88888888888889
23.0,25.74,0.0,0.0,30.19,1022.1,10.0,14.444444444444445
17.0,16.71,220.0,5.0,30.11,1019.2,10.0,17.22222222222222
22.0,17.25,280.0,4.0,30.04,1016.5,10.0,20.0
16.0,9.87,0.0,0.0,30.15,1019.8,10.0,25.0
11.0,7.15,80.0,5.0,30.0,1014.6,10.0,26.666666666666668
14.0,9.05,150.0,3.0,29.98,1014.0,10.0,25.0
20.0,12.96,150.0,5.0,29.93,1012.7,10.0,23.333333333333332
13.0,10.22,0.0,0.0,29.9,1011.6,10.0,22.22222222222222
18.0,13.62,230.0,7.0,29.65,1003.0,10.0,21.11111111111111
33.0,40.22,0.0,0.0,29.96,1014.3,10.0,13.88888888888889
26.0,25.24,220.0,8.0,30.06,1017.3,10.0,16.666666666666668
25.0,21.01,180.0,8.0,29.83,1009.5,10.0,18.88888888888889
23.0,20.72,160.0,4.0,29.82,1009.3,10.0,17.77777777777778
13.0,13.43,200.0,5.0,30.08,1017.8,10.0,17.77777777777778
14.0,12.27,260.0,5.0,29.95,1013.5,10.0,20.0
14.0,12.74,240.0,7.0,29.94,1013.1,10.0,19.444444444444443
9.0,8.84,260.0,9.0,30.22,1022.5,10.0,21.666666666666668
17.0,9.98,260.0,3.0,30.2,1021.7,10.0,25.555555555555557
26.0,12.46,220.0,3.0,30.11,1018.3,10.0,28.333333333333332
24.0,11.81,220.0,3.0,30.08,1017.4,10.0,27.77777777777778
30.0,19.02,170.0,3.0,29.9,1011.3,10.0,23.88888888888889
25.0,13.09,180.0,9.0,29.97,1013.7,10.0,26.666666666666668
28.0,13.92,200.0,6.0,29.86,1010.0,10.0,27.77777777777778
27.0,14.72,0.0,0.0,29.86,1009.8,10.0,26.11111111111111
27.0,15.71,260.0,4.0,29.83,1009.0,10.0,25.0
41.0,54.95,260.0,3.0,30.02,1016.1,10.0,13.88888888888889
38.0,30.95,200.0,7.0,30.06,1017.3,10.0,21.11111111111111
22.0,13.6,0.0,0.0,30.03,1015.9,10.0,23.88888888888889
24.0,11.81,0.0,3.0,29.98,1013.8,10.0,27.77777777777778
21.0,8.3,70.0,4.0,30.0,1014.5,10.0,31.666666666666668
20.0,7.0,0.0,0.0,29.98,1013.7,10.0,33.888888888888886
19.0,6.97,0.0,0.0,29.95,1012.8,10.0,33.333333333333336
15.0,6.43,290.0,8.0,29.85,1009.3,10.0,31.666666666666668
20.0,8.73,290.0,13.0,29.72,1004.9,10.0,30.0
16.0,7.85,230.0,9.0,29.77,1006.7,10.0,28.88888888888889
25.0,11.91,230.0,5.0,29.91,1011.5,10.0,28.333333333333332
28.0,13.52,0.0,0.0,29.88,1010.5,10.0,28.333333333333332
30.0,13.75,240.0,7.0,29.72,1004.9,10.0,29.444444444444443
23.0,10.97,260.0,8.0,29.67,1003.1,10.0,28.333333333333332
23.0,11.29,270.0,9.0,29.66,1002.8,10.0,27.77777777777778
1.0,4.55,240.0,10.0,29.85,1009.6,10.0,26.666666666666668
11.0,6.51,150.0,3.0,29.93,1012.1,10.0,28.333333333333332
15.0,6.43,180.0,8.0,29.81,1007.8,10.0,31.666666666666668
16.0,7.36,260.0,5.0,29.77,1006.7,10.0,30.0
24.0,10.77,180.0,7.0,30.0,1014.2,10.0,29.444444444444443
17.0,7.25,90.0,3.0,29.99,1013.9,10.0,31.11111111111111
25.0,10.43,180.0,5.0,29.94,1012.2,10.0,30.555555555555557
28.0,11.84,180.0,6.0,29.97,1013.4,10.0,30.555555555555557
22.0,8.92,280.0,14.0,29.86,1009.5,10.0,31.11111111111111
25.0,11.91,220.0,10.0,29.86,1009.8,10.0,28.333333333333332
28.0,11.84,250.0,5.0,29.93,1011.9,10.0,30.555555555555557
19.0,6.97,150.0,5.0,29.92,1011.3,10.0,33.333333333333336
26.0,10.25,270.0,13.0,29.82,1008.1,10.0,31.666666666666668
29.0,12.28,0.0,0.0,29.82,1008.1,10.0,30.555555555555557
32.0,13.52,0.0,5.0,29.75,1005.9,10.0,31.11111111111111
29.0,12.71,260.0,8.0,29.7,1004.4,10.0,30.0
35.6,21.0,230.0,21.0,29.37,1004.4,2.5,26.0
27.0,17.4,250.0,8.0,29.91,1011.6,10.0,23.333333333333332
18.0,9.11,300.0,10.0,29.77,1006.7,10.0,27.77777777777778
21.0,9.14,210.0,8.0,29.73,1005.0,10.0,30.0
24.8,9.56,230.0,15.0,29.69,1005.0,10.0,32.0
24.0,9.44,230.0,8.0,29.61,1000.9,10.0,31.666666666666668
29.0,11.54,270.0,20.0,29.66,1002.7,10.0,31.666666666666668
31.0,14.69,250.0,14.0,29.63,1001.9,10.0,28.88888888888889
39.0,24.6,270.0,13.0,29.68,1003.6,10.0,25.555555555555557
9.0,7.73,130.0,7.0,30.06,1017.0,10.0,23.88888888888889
1.0,4.42,280.0,4.0,30.01,1015.1,10.0,27.22222222222222
15.0,6.25,260.0,11.0,29.83,1008.7,10.0,32.22222222222222
17.0,6.4,260.0,5.0,29.91,1011.0,10.0,33.333333333333336
19.0,6.55,280.0,9.0,29.74,1005.5,10.0,34.44444444444444
18.0,6.43,270.0,8.0,29.73,1005.0,10.0,33.888888888888886
25.0,9.52,270.0,6.0,29.73,1005.3,10.0,32.22222222222222
22.0,8.62,270.0,6.0,29.77,1006.6,10.0,31.666666666666668
27.0,10.34,260.0,5.0,29.98,1013.6,10.0,32.22222222222222
23.0,7.25,230.0,8.0,29.93,1011.8,10.0,35.55555555555556
6.0,3.17,30.0,3.0,29.76,1005.9,10.0,37.22222222222222
14.0,4.11,250.0,11.0,29.64,1001.6,10.0,38.888888888888886
14.0,4.25,260.0,15.0,29.67,1002.5,10.0,38.333333333333336
15.0,5.02,270.0,21.0,29.63,1001.5,10.0,36.111111111111114
19.0,6.97,270.0,11.0,29.86,1009.3,10.0,33.333333333333336
0.0,2.96,80.0,10.0,29.97,1013.1,10.0,33.333333333333336
11.0,4.45,280.0,8.0,29.64,1001.7,10.0,35.0
14.0,5.27,280.0,3.0,29.62,1001.1,10.0,34.44444444444444
27.0,11.32,280.0,14.0,29.74,1005.3,10.0,30.555555555555557
41.0,21.27,220.0,5.0,29.83,1008.5,10.0,29.444444444444443
37.4,20.04,260.0,12.0,29.83,1008.5,10.0,28.000000000000004
37.0,17.6,180.0,7.0,29.94,1012.1,10.0,30.0
27.0,9.75,200.0,8.0,29.88,1010.1,10.0,33.333333333333336
28.0,9.24,50.0,10.0,29.99,1013.6,10.0,35.0
30.0,9.43,280.0,8.0,29.93,1011.6,10.0,36.111111111111114
29.0,7.54,160.0,8.0,29.89,1009.9,10.0,39.44444444444444
29.0,7.74,180.0,5.0,29.84,1008.3,10.0,38.888888888888886
29.0,8.0,280.0,9.0,29.76,1005.5,10.0,38.333333333333336
17.0,4.86,230.0,9.0,29.72,1004.3,10.0,38.333333333333336
18.0,5.36,270.0,17.0,29.7,1003.6,10.0,37.22222222222222
37.0,14.59,210.0,4.0,29.84,1008.4,10.0,33.333333333333336
31.0,10.39,280.0,11.0,29.75,1005.6,10.0,35.0
15.8,5.21,280.0,18.0,29.82,1005.6,10.0,36.0
19.0,5.77,250.0,9.0,29.81,1007.3,10.0,36.666666666666664
21.9,5.98,220.0,8.0,29.64,1001.6,10.0,38.333333333333336
23.0,6.25,220.0,8.0,29.58,999.8,10.0,38.333333333333336
23.0,6.43,210.0,11.0,29.79,1006.7,10.0,37.77777777777778
22.0,6.74,290.0,18.0,29.77,1006.2,10.0,36.111111111111114
21.0,6.49,290.0,3.0,29.79,1006.7,10.0,36.111111111111114
16.0,5.74,310.0,4.0,29.81,1007.6,10.0,34.44444444444444
30.0,9.43,240.0,13.0,29.58,999.7,10.0,36.111111111111114
38.0,12.94,260.0,12.0,29.65,1001.8,10.0,36.111111111111114
42.0,14.7,230.0,6.0,29.74,1001.8,10.0,36.666666666666664
38.0,12.18,230.0,5.0,29.74,1005.1,10.0,37.22222222222222
26.0,5.92,130.0,3.0,29.69,1003.2,10.0,41.666666666666664
36.0,8.84,130.0,3.0,29.67,1002.3,10.0,41.666666666666664
30.0,6.97,290.0,16.0,29.59,999.8,10.0,41.666666666666664
26.0,6.7,320.0,10.0,29.68,1002.7,10.0,39.44444444444444
21.0,5.25,320.0,10.0,29.71,1004.0,10.0,40.0
24.0,5.15,230.0,10.0,29.66,1001.9,10.0,42.77777777777778
23.0,4.64,260.0,13.0,29.59,999.7,10.0,43.888888888888886
25.0,5.34,280.0,15.0,29.58,999.4,10.0,42.77777777777778
13.0,3.29,280.0,7.0,29.76,1005.4,10.0,42.22222222222222
16.0,3.76,260.0,7.0,29.75,1005.0,10.0,42.22222222222222
30.0,6.79,260.0,7.0,29.77,1005.8,10.0,42.22222222222222
32.0,7.13,270.0,8.0,29.78,1006.0,10.0,42.77777777777778
32.0,7.13,280.0,12.0,29.75,1005.1,10.0,42.77777777777778
46.0,14.3,290.0,10.0,29.73,1004.5,10.0,40.0
34.0,8.44,270.0,14.0,29.73,1004.4,10.0,41.111111111111114
25.0,5.85,280.0,12.0,29.82,1007.3,10.0,41.111111111111114
23.0,5.21,240.0,10.0,29.77,1005.9,10.0,41.666666666666664
19.0,4.29,180.0,8.0,29.73,1004.5,10.0,42.22222222222222
22.0,5.14,240.0,10.0,29.65,1001.7,10.0,41.111111111111114
24.0,5.63,240.0,5.0,29.68,1002.9,10.0,41.111111111111114
20.0,5.01,160.0,6.0,29.75,1005.1,10.0,40.0
21.0,5.25,310.0,4.0,29.68,1002.9,10.0,40.0
14.0,3.54,160.0,14.0,29.66,1001.9,10.0,41.666666666666664
10.0,3.07,260.0,12.0,29.61,1000.4,10.0,41.111111111111114
25.0,6.0,170.0,7.0,29.79,1006.5,10.0,40.55555555555556
25.0,6.2,170.0,3.0,29.77,1006.1,10.0,40.0
27.0,5.8,270.0,11.0,29.85,1008.5,10.0,42.77777777777778
41.0,8.31,270.0,6.0,29.73,1004.3,10.0,46.666666666666664
36.0,6.45,150.0,13.0,29.7,1003.3,10.0,47.77777777777778
38.0,7.6,260.0,14.0,29.65,1001.7,10.0,46.111111111111114
45.0,11.17,260.0,17.0,29.63,1000.8,10.0,43.888888888888886
48.0,12.54,220.0,10.0,29.69,1003.0,10.0,43.888888888888886
46.0,11.64,300.0,17.0,29.64,1001.2,10.0,43.888888888888886
48.0,13.29,280.0,11.0,29.63,1001.0,10.0,42.77777777777778
52.0,16.31,250.0,9.0,29.62,1000.8,10.0,41.666666666666664
57.0,18.5,270.0,9.0,29.62,1000.7,10.0,42.77777777777778
52.0,14.53,270.0,4.0,29.64,1001.3,10.0,43.888888888888886
53.0,14.28,230.0,4.0,29.76,1005.1,10.0,45.0
44.0,10.52,260.0,12.0,29.71,1003.8,10.0,44.44444444444444
57.0,21.45,250.0,11.0,29.82,1007.4,10.0,40.0
59.0,24.45,300.0,14.0,29.78,1006.3,10.0,38.888888888888886
62.0,29.89,270.0,14.0,29.85,1008.8,10.0,37.22222222222222
59.0,22.32,250.0,10.0,29.77,1005.8,10.0,40.55555555555556
56.0,17.33,280.0,13.0,29.72,1004.1,10.0,43.333333333333336
57.0,18.5,290.0,10.0,29.65,1001.7,10.0,42.77777777777778
57.0,19.09,330.0,15.0,29.64,1001.7,10.0,42.22222222222222
53.0,18.0,0.0,0.0,29.88,1009.6,10.0,40.55555555555556
54.0,17.54,170.0,5.0,29.77,1005.6,10.0,41.666666666666664
53.0,18.0,190.0,4.0,29.75,1005.0,10.0,40.55555555555556
58.0,24.31,280.0,3.0,29.72,1004.3,10.0,38.333333333333336
62.0,28.93,270.0,10.0,29.69,1003.2,10.0,37.77777777777778
69.0,45.79,190.0,5.0,29.93,1011.6,10.0,33.888888888888886
60.0,26.25,260.0,9.0,29.81,1007.4,10.0,38.333333333333336
60.0,23.19,260.0,5.0,29.75,1005.1,10.0,40.55555555555556
58.0,21.47,240.0,8.0,29.72,1004.2,10.0,40.55555555555556
64.0,29.22,240.0,5.0,29.91,1010.7,10.0,38.888888888888886
63.0,26.52,250.0,7.0,29.82,1007.4,10.0,40.0
47.0,13.17,280.0,17.0,29.7,1003.4,10.0,42.22222222222222
48.0,14.53,300.0,11.0,29.67,1002.6,10.0,41.111111111111114
43.0,12.0,280.0,10.0,29.83,1008.0,10.0,41.111111111111114
48.0,13.29,250.0,9.0,29.84,1008.1,10.0,42.77777777777778
48.0,14.08,240.0,8.0,29.81,1007.2,10.0,41.666666666666664
53.0,17.52,170.0,10.0,29.79,1006.6,10.0,41.111111111111114
52.0,16.84,0.0,0.0,29.81,1007.2,10.0,41.111111111111114
37.0,9.53,90.0,6.0,29.84,1008.0,10.0,41.111111111111114
40.0,11.31,100.0,6.0,29.81,1007.0,10.0,40.0
49.0,17.95,260.0,6.0,29.82,1007.6,10.0,37.77777777777778
51.0,18.93,270.0,9.0,29.83,1008.1,10.0,38.333333333333336
31.0,7.66,190.0,4.0,29.81,1007.2,10.0,40.55555555555556
37.0,8.71,190.0,14.0,29.75,1007.2,10.0,42.77777777777778
37.0,9.79,170.0,7.0,29.74,1004.9,10.0,40.55555555555556
48.0,14.53,170.0,5.0,29.78,1006.3,10.0,41.111111111111114
42.0,10.6,120.0,7.0,29.76,1005.5,10.0,42.77777777777778
46.0,13.07,280.0,10.0,29.75,1005.1,10.0,41.666666666666664
43.0,11.33,280.0,6.0,29.76,1005.4,10.0,42.22222222222222
52.0,15.39,280.0,7.0,29.78,1006.1,10.0,42.77777777777778
51.0,13.7,280.0,6.0,29.79,1006.4,10.0,44.44444444444444
52.0,14.16,170.0,5.0,29.75,1005.0,10.0,44.44444444444444
48.0,12.94,170.0,3.0,29.71,1003.7,10.0,43.333333333333336
53.0,16.53,190.0,7.0,29.82,1007.3,10.0,42.22222222222222
50.0,14.31,290.0,8.0,29.72,1004.0,10.0,42.77777777777778
45.0,12.21,250.0,9.0,29.72,1003.9,10.0,42.22222222222222
55.0,20.63,10.0,9.0,29.83,1007.8,10.0,39.44444444444444
52.0,18.94,320.0,12.0,29.72,1004.1,10.0,38.888888888888886
52.0,18.94,350.0,6.0,29.69,1003.2,10.0,38.888888888888886
57.0,27.26,260.0,8.0,29.8,1006.9,10.0,35.55555555555556
63.0,30.85,270.0,4.0,29.77,1005.9,10.0,37.22222222222222
56.0,19.46,200.0,11.0,29.73,1004.7,10.0,41.111111111111114
58.0,20.25,190.0,5.0,29.74,1004.6,10.0,41.666666666666664
58.0,22.89,110.0,13.0,29.74,1004.8,10.0,39.44444444444444
65.0,33.99,280.0,11.0,29.9,1010.2,10.0,36.666666666666664
62.0,28.93,320.0,10.0,29.85,1008.6,10.0,37.77777777777778
62.0,26.53,320.0,4.0,29.82,1007.4,10.0,39.44444444444444
60.0,24.73,270.0,13.0,29.75,1005.1,10.0,39.44444444444444
55.0,17.77,270.0,10.0,29.77,1005.9,10.0,42.22222222222222
54.0,16.56,270.0,10.0,29.83,1007.8,10.0,42.77777777777778
45.0,11.53,150.0,7.0,29.78,1006.0,10.0,43.333333333333336
48.0,13.29,130.0,7.0,29.74,1004.6,10.0,42.77777777777778
56.0,21.31,250.0,12.0,29.76,1004.6,10.0,39.44444444444444
59.0,32.17,340.0,11.0,29.8,1007.2,10.0,33.888888888888886
65.0,47.83,20.0,4.0,29.74,1005.2,10.0,30.555555555555557
66.0,53.21,190.0,12.0,29.83,1008.3,10.0,29.444444444444443
59.0,32.17,190.0,6.0,29.88,1009.9,10.0,33.888888888888886
47.0,17.22,190.0,5.0,29.74,1004.9,10.0,37.22222222222222
54.0,21.05,190.0,6.0,29.6,1000.0,10.0,38.333333333333336
56.0,21.31,190.0,5.0,29.61,1000.4,10.0,39.44444444444444
55.0,20.63,130.0,4.0,29.72,1004.1,10.0,39.44444444444444
57.0,20.78,110.0,5.0,29.74,1004.6,10.0,40.55555555555556
58.0,20.25,180.0,7.0,29.65,1001.7,10.0,41.666666666666664
53.0,18.58,210.0,5.0,29.58,999.5,10.0,40.0
31.0,8.39,290.0,9.0,29.6,1000.2,10.0,38.888888888888886
44.0,13.27,210.0,7.0,29.72,1004.1,10.0,40.0
48.0,16.89,260.0,12.0,29.69,1003.2,10.0,38.333333333333336
47.0,16.66,260.0,6.0,29.62,1001.0,10.0,37.77777777777778
26.0,9.05,250.0,7.0,29.83,1008.2,10.0,33.888888888888886
31.0,9.46,0.0,0.0,29.81,1007.6,10.0,36.666666666666664
28.0,8.94,260.0,8.0,29.6,1000.5,10.0,35.55555555555556
45.0,16.97,200.0,16.0,29.6,1000.4,10.0,36.111111111111114
41.0,18.12,280.0,24.0,29.6,1000.6,10.0,32.22222222222222
24.0,8.87,280.0,3.0,29.95,1012.6,10.0,32.77777777777778
31.0,11.05,340.0,5.0,29.94,1012.1,10.0,33.888888888888886
30.0,10.36,220.0,8.0,29.87,1009.5,10.0,34.44444444444444
31.0,10.05,200.0,8.0,29.83,1008.1,10.0,35.55555555555556
31.0,11.05,260.0,6.0,29.82,1007.9,10.0,33.888888888888886
32.0,11.54,200.0,8.0,29.68,1003.3,10.0,33.888888888888886
39.0,16.22,250.0,11.0,29.67,1002.9,10.0,32.77777777777778
11.0,5.9,290.0,10.0,30.01,1014.7,10.0,30.0
15.0,5.87,120.0,4.0,29.97,1013.3,10.0,33.333333333333336
22.0,6.93,190.0,9.0,29.86,1009.4,10.0,35.55555555555556
19.0,6.97,320.0,6.0,29.84,1008.7,10.0,33.333333333333336
30.0,11.72,260.0,12.0,29.7,1004.2,10.0,32.22222222222222
40.0,23.18,240.0,14.0,29.64,1002.0,10.0,27.22222222222222
31.0,17.82,0.0,0.0,29.91,1011.6,10.0,25.555555555555557
35.0,16.27,200.0,6.0,29.84,1008.9,10.0,30.0
35.0,16.85,130.0,4.0,29.89,1010.8,10.0,29.444444444444443
32.0,15.88,250.0,7.0,29.84,1009.2,10.0,28.333333333333332
26.0,12.46,250.0,9.0,29.86,1009.6,10.0,28.333333333333332
26.0,12.83,140.0,3.0,29.98,1013.9,10.0,27.77777777777778
26.0,12.46,240.0,5.0,29.91,1011.3,10.0,28.333333333333332
25.0,10.8,190.0,5.0,29.91,1011.5,10.0,30.0
15.0,6.84,280.0,6.0,29.9,1011.2,10.0,30.555555555555557
19.0,8.4,250.0,9.0,29.81,1008.0,10.0,30.0
19.0,7.89,0.0,0.0,29.9,1010.9,10.0,31.11111111111111
20.0,7.24,0.0,0.0,29.9,1010.9,10.0,33.333333333333336
26.0,8.51,110.0,4.0,29.81,1007.6,10.0,35.0
22.0,7.87,180.0,6.0,29.83,1008.5,10.0,33.333333333333336
22.0,8.62,250.0,8.0,29.96,1012.8,10.0,31.666666666666668
34.0,13.75,250.0,3.0,29.98,1013.8,10.0,32.22222222222222
30.0,11.33,250.0,9.0,29.76,1006.1,10.0,32.77777777777778
26.0,11.69,260.0,8.0,29.73,1005.0,10.0,29.444444444444443
39.0,23.05,220.0,6.0,29.74,1005.7,10.0,26.666666666666668
31.0,20.46,260.0,9.0,29.93,1012.4,10.0,23.333333333333332
25.0,15.46,280.0,6.0,30.0,1014.7,10.0,23.88888888888889
27.0,13.79,240.0,5.0,30.03,1015.5,10.0,27.22222222222222
18.0,7.28,120.0,14.0,29.86,1009.8,10.0,31.666666666666668
18.0,8.88,260.0,6.0,29.81,1008.1,10.0,28.333333333333332
38.0,22.1,260.0,7.0,29.7,1004.3,10.0,26.666666666666668
32.0,19.3,310.0,10.0,29.68,1003.8,10.0,25.0
1.0,5.04,10.0,7.0,30.16,1020.2,10.0,25.0
8.0,5.72,50.0,4.0,30.02,1015.3,10.0,28.333333333333332
29.0,13.16,200.0,4.0,29.94,1012.6,10.0,29.444444444444443
32.0,15.88,0.0,0.0,29.99,1014.3,10.0,28.333333333333332
32.0,16.35,340.0,6.0,29.98,1014.1,10.0,27.77777777777778
36.0,15.3,320.0,6.0,29.96,1012.9,10.0,31.666666666666668
27.0,9.99,70.0,11.0,30.06,1016.4,10.0,32.77777777777778
37.0,18.22,60.0,7.0,30.05,1016.0,10.0,29.444444444444443
43.0,26.09,0.0,0.0,29.95,1012.5,10.0,27.22222222222222
43.0,25.19,220.0,5.0,29.6,1001.1,10.0,27.77777777777778
42.0,27.7,240.0,10.0,29.56,999.5,10.0,25.555555555555557
45.0,33.22,150.0,6.0,29.97,1013.9,10.0,24.444444444444443
41.0,25.79,330.0,3.0,29.96,1013.4,10.0,26.11111111111111
44.0,29.89,330.0,3.0,29.94,1012.7,10.0,25.555555555555557
45.0,35.5,270.0,9.0,29.83,1008.9,10.0,23.333333333333332
41.0,32.6,260.0,8.0,29.81,1008.3,10.0,22.22222222222222
46.0,43.61,10.0,5.0,29.86,1010.0,10.0,20.555555555555557
44.0,59.84,110.0,9.0,30.01,1015.5,10.0,14.444444444444445
42.0,51.34,70.0,6.0,30.1,1018.7,10.0,15.555555555555555
41.0,44.47,190.0,4.0,30.14,1020.0,10.0,17.22222222222222
35.0,26.62,70.0,11.0,30.15,1020.0,10.0,21.666666666666668
28.0,20.8,60.0,8.0,30.0,1014.9,10.0,21.11111111111111
29.0,19.45,60.0,3.0,29.98,1014.3,10.0,22.77777777777778
37.0,26.93,220.0,3.0,30.09,1017.9,10.0,22.77777777777778
41.0,33.61,260.0,5.0,30.05,1016.6,10.0,21.666666666666668
41.0,33.61,260.0,5.0,30.1,1018.5,10.0,21.666666666666668
40.0,34.48,0.0,0.0,29.95,1013.4,10.0,20.555555555555557
36.0,25.8,170.0,5.0,29.7,1004.8,10.0,22.77777777777778
36.0,28.63,90.0,4.0,29.66,1003.4,10.0,21.11111111111111
37.0,47.08,260.0,9.0,29.85,1010.0,10.0,13.88888888888889
17.0,22.18,240.0,4.0,30.1,1018.8,10.0,12.777777777777779
23.0,27.65,0.0,0.0,29.99,1015.3,10.0,13.333333333333334
24.0,26.93,230.0,9.0,30.03,1016.5,10.0,14.444444444444445
19.0,24.15,300.0,11.0,30.03,1016.2,10.0,12.777777777777779
7.0,11.04,80.0,6.0,30.11,1019.4,10.0,16.666666666666668
