dwpf,relh,drct,alti,vsby,feel,temp_c
73.4,66.15,210.0,29.94,6.21,93.45,30.0
68.0,55.04,200.0,30.0,6.21,89.41,30.0
73.4,66.15,200.0,29.97,6.21,93.45,30.0
69.8,55.29,120.0,29.94,6.21,92.71,31.0
75.2,70.27,70.0,29.83,6.21,95.19,30.0
57.2,31.72,220.0,29.85,6.21,90.06,33.0
55.4,37.35,160.0,30.15,6.21,83.09,29.0
66.2,54.8,210.0,30.21,6.21,86.5,29.0
64.4,51.47,110.0,30.12,6.21,85.71,29.0
73.4,70.08,200.0,30.03,6.21,90.94,29.0
71.6,62.25,200.0,30.03,6.21,91.92,30.0
66.2,54.8,100.0,30.03,6.21,86.5,29.0
66.2,51.72,80.0,30.12,6.21,88.39,30.0
68.0,58.32,210.0,30.0,6.21,87.4,29.0
71.6,62.25,80.0,29.94,6.21,91.92,30.0
71.6,65.95,70.0,29.83,6.21,89.6,29.0
57.2,44.8,180.0,30.03,6.21,80.81,26.999999999999996
57.2,39.86,210.0,30.12,6.21,84.2,29.0
68.0,61.81,130.0,30.12,6.21,85.38,28.000000000000004
69.8,65.74,210.0,30.06,6.21,86.22,28.000000000000004
69.8,62.03,210.0,29.97,6.21,88.43,29.0
60.8,42.8,40.0,30.0,6.21,86.05,30.0
64.4,48.58,220.0,30.03,6.21,87.49,30.0
62.6,51.21,140.0,30.09,6.21,83.41,28.000000000000004
69.8,62.03,190.0,30.03,6.21,88.43,29.0
66.2,58.08,100.0,30.09,6.21,84.63,28.000000000000004
69.8,62.03,190.0,30.03,6.21,88.43,29.0
71.6,65.95,210.0,30.06,6.21,89.6,29.0
59.0,42.52,210.0,30.12,6.21,83.92,29.0
69.8,65.74,190.0,30.09,6.21,86.22,28.000000000000004
68.0,58.32,200.0,30.0,6.21,87.4,29.0
66.2,54.8,160.0,29.97,6.21,86.5,29.0
64.4,54.55,100.0,29.97,6.21,83.98,28.000000000000004
55.4,44.52,200.0,29.88,6.21,78.8,26.0
66.2,78.19,80.0,29.88,6.21,73.4,23.000000000000004
60.8,54.05,180.0,29.94,6.21,78.8,26.0
62.6,54.3,130.0,30.0,6.21,81.84,26.999999999999996
55.4,41.97,180.0,30.06,6.21,80.53,26.999999999999996
57.2,39.86,230.0,30.06,6.21,84.2,29.0
62.6,51.21,210.0,30.12,6.21,83.41,28.000000000000004
55.4,41.97,80.0,30.15,6.21,80.53,26.999999999999996
60.8,50.95,310.0,30.18,6.21,81.46,26.999999999999996
53.6,37.07,110.0,30.24,6.21,82.4,28.000000000000004
68.0,65.54,80.0,30.18,6.21,83.29,26.999999999999996
59.0,47.79,190.0,29.97,6.21,81.11,26.999999999999996
68.0,65.54,180.0,29.91,6.21,83.29,26.999999999999996
69.8,69.71,200.0,30.0,6.21,83.9,26.999999999999996
68.0,69.52,80.0,30.09,6.21,81.1,26.0
60.8,57.36,150.0,30.21,6.21,77.0,25.0
66.2,65.33,190.0,30.06,6.21,80.82,26.0
62.6,77.9,40.0,30.09,4.35,69.8,21.0
57.2,53.55,110.0,30.12,6.21,75.2,24.0
59.0,53.8,150.0,30.18,6.21,77.0,25.0
66.2,65.33,230.0,30.09,6.21,80.82,26.0
68.0,78.34,230.0,29.97,6.21,75.2,24.0
51.8,39.02,210.0,29.85,6.21,78.8,26.0
62.6,68.94,130.0,29.91,6.21,73.4,23.000000000000004
55.4,44.52,210.0,29.85,6.21,78.8,26.0
59.0,57.12,330.0,29.94,6.21,75.2,24.0
62.6,57.6,200.0,30.06,6.21,80.31,26.0
59.0,50.69,200.0,30.18,6.21,78.8,26.0
60.8,57.36,80.0,30.27,6.21,77.0,25.0
60.8,60.9,70.0,30.18,6.21,75.2,24.0
66.2,65.33,190.0,30.0,6.21,80.82,26.0
66.2,65.33,210.0,29.94,6.21,80.82,26.0
68.0,69.52,230.0,30.0,6.21,81.1,26.0
68.0,69.52,190.0,29.91,6.21,81.1,26.0
69.8,73.95,220.0,29.71,6.21,81.39,26.0
50.0,30.62,260.0,29.65,6.21,82.24,29.0
59.0,47.79,230.0,29.68,6.21,81.11,26.999999999999996
64.4,57.84,210.0,29.77,6.21,82.27,26.999999999999996
66.2,65.33,90.0,29.88,6.21,80.82,26.0
69.8,73.95,70.0,29.97,6.21,81.39,26.0
73.4,88.67,70.0,30.0,4.97,78.57,25.0
57.2,50.43,310.0,30.15,6.21,77.0,25.0
57.2,56.88,300.0,30.18,6.21,73.4,23.000000000000004
57.2,56.88,220.0,30.15,6.21,73.4,23.000000000000004
60.8,64.69,110.0,30.18,6.21,73.4,23.000000000000004
60.8,68.75,190.0,30.12,6.21,71.6,21.999999999999996
53.6,53.03,200.0,29.85,6.21,71.6,21.999999999999996
53.6,72.38,60.0,29.94,6.21,62.6,17.0
48.2,52.25,180.0,30.06,6.21,66.2,19.0
57.2,60.44,90.0,30.09,6.21,71.6,21.999999999999996
57.2,56.88,200.0,30.09,6.21,73.4,23.000000000000004
60.8,60.9,210.0,29.97,6.21,75.2,24.0
59.0,53.8,130.0,30.03,6.21,77.0,25.0
62.6,73.27,80.0,30.12,6.21,71.6,21.999999999999996
66.2,69.33,220.0,29.97,6.21,77.0,25.0
66.2,69.33,190.0,30.03,6.21,77.0,25.0
66.2,73.61,230.0,30.06,6.21,75.2,24.0
66.2,73.61,200.0,30.06,6.21,75.2,24.0
64.4,69.14,200.0,29.88,6.21,75.2,24.0
60.8,57.36,300.0,29.91,6.21,77.0,25.0
57.2,53.55,160.0,30.03,6.21,75.2,24.0
66.2,73.61,90.0,30.0,6.21,75.2,24.0
64.4,69.14,50.0,30.06,6.21,75.2,24.0
44.6,24.99,260.0,30.12,6.21,81.73,29.0
66.2,73.61,220.0,30.0,6.21,75.2,24.0
60.8,77.75,40.0,29.94,6.21,68.0,20.0
37.4,39.14,250.0,30.09,6.21,62.6,17.0
35.6,32.14,330.0,30.18,6.21,66.2,19.0
42.8,40.0,210.0,30.18,6.21,68.0,20.0
42.8,33.29,280.0,30.03,6.21,72.0,23.000000000000004
59.0,68.55,70.0,30.06,6.21,69.8,21.0
46.4,45.88,250.0,29.62,6.21,68.0,20.0
53.6,44.25,290.0,29.71,6.21,77.0,25.0
57.2,56.88,90.0,30.0,6.21,73.4,23.000000000000004
60.8,73.09,80.0,30.09,6.21,69.8,21.0
51.8,49.64,220.0,29.91,6.21,71.6,21.999999999999996
41.0,42.28,220.0,30.12,6.21,64.4,18.000000000000004
44.6,37.89,290.0,30.0,6.21,70.24,21.999999999999996
53.6,63.82,140.0,30.03,6.21,66.2,19.0
46.4,43.13,290.0,30.12,6.21,69.8,21.0
51.8,56.13,280.0,30.12,6.21,68.0,20.0
46.4,51.98,320.0,30.18,6.21,64.4,18.000000000000004
15.8,16.02,200.0,29.97,6.21,62.6,17.0
50.0,76.82,50.0,29.97,3.11,57.2,14.000000000000002
55.4,87.83,80.0,29.71,6.21,59.0,15.0
53.6,72.38,100.0,29.5,6.21,62.6,17.0
48.2,55.63,250.0,29.62,6.21,64.4,18.000000000000004
19.4,24.21,310.0,29.88,6.21,55.4,13.0
37.4,50.64,280.0,29.56,6.21,55.4,13.0
21.2,26.13,310.0,29.65,6.21,55.4,13.0
30.2,35.57,230.0,29.74,6.21,57.2,14.000000000000002
28.4,30.98,230.0,29.85,6.21,59.0,15.0
32.0,40.84,330.0,30.03,6.21,55.4,13.0
32.0,40.84,330.0,30.21,6.21,55.4,13.0
30.2,43.32,140.0,30.24,6.21,51.8,10.999999999999998
28.4,37.67,140.0,30.36,6.21,53.6,12.0
32.0,46.59,100.0,30.33,6.21,51.8,10.999999999999998
35.6,61.52,310.0,29.88,6.21,47.21,9.000000000000002
32.0,35.87,90.0,30.0,6.21,59.0,15.0
28.4,43.03,330.0,30.18,6.21,43.88,10.0
39.2,42.0,80.0,30.27,6.21,62.6,17.0
37.4,41.71,310.0,30.3,6.21,60.8,16.0
39.2,47.72,340.0,30.24,6.21,59.0,15.0
35.6,50.36,330.0,30.27,6.21,53.6,12.0
37.4,44.47,210.0,30.21,6.21,59.0,15.0
42.8,58.52,210.0,30.36,6.21,57.2,14.000000000000002
48.2,71.83,200.0,30.42,6.21,57.2,14.000000000000002
41.0,54.6,280.0,30.5,5.59,57.2,14.000000000000002
42.8,54.86,210.0,30.5,6.21,59.0,15.0
44.6,58.77,210.0,30.36,6.21,59.0,15.0
39.2,61.99,320.0,30.27,6.21,51.8,10.999999999999998
42.8,54.86,220.0,30.45,6.21,59.0,15.0
37.4,41.71,60.0,30.47,6.21,60.8,16.0
44.6,62.69,50.0,30.45,6.21,57.2,14.000000000000002
46.4,62.92,80.0,30.36,6.21,59.0,15.0
46.4,62.92,290.0,30.24,6.21,59.0,15.0
50.0,81.99,290.0,30.0,4.97,55.4,13.0
44.6,58.77,320.0,30.24,6.21,59.0,15.0
35.6,47.16,280.0,30.47,6.21,55.4,13.0
42.8,58.52,230.0,30.39,6.21,57.2,14.000000000000002
41.0,58.27,220.0,30.24,6.21,55.4,13.0
50.0,76.82,340.0,29.91,6.21,57.2,14.000000000000002
48.2,67.33,270.0,29.47,6.21,59.0,15.0
33.8,43.9,310.0,29.65,6.21,55.4,13.0
44.6,62.69,210.0,29.85,6.21,57.2,14.000000000000002
46.4,55.37,300.0,29.77,6.21,62.6,17.0
35.6,47.16,310.0,30.24,6.21,55.4,13.0
35.6,50.36,310.0,30.27,6.21,53.6,12.0
35.6,47.16,220.0,30.03,6.21,55.4,13.0
42.8,58.52,240.0,30.0,6.21,57.2,14.000000000000002
48.2,59.26,240.0,29.88,6.21,62.6,17.0
50.0,63.38,240.0,29.97,6.21,62.6,17.0
53.6,87.74,210.0,29.85,6.21,57.2,14.000000000000002
32.0,35.87,310.0,29.97,6.21,59.0,15.0
44.6,58.77,270.0,30.06,6.21,59.0,15.0
48.2,63.15,260.0,30.12,6.21,60.8,16.0
50.0,76.82,220.0,30.21,4.35,57.2,14.000000000000002
48.2,81.87,250.0,30.15,6.21,53.6,12.0
44.6,66.91,250.0,30.06,6.21,55.4,13.0
50.0,76.82,60.0,30.09,4.97,57.2,14.000000000000002
50.0,72.01,300.0,30.18,6.21,59.0,15.0
51.8,82.12,240.0,30.06,6.21,57.2,14.000000000000002
41.0,58.27,260.0,29.83,6.21,55.4,13.0
41.0,58.27,220.0,29.94,6.21,55.4,13.0
53.6,87.74,310.0,29.8,6.21,57.2,14.000000000000002
41.0,51.18,230.0,29.71,6.21,59.0,15.0
55.4,87.83,140.0,29.44,5.59,59.0,15.0
44.6,66.91,340.0,29.38,6.21,55.4,13.0
35.6,47.16,310.0,29.74,6.21,55.4,13.0
23.0,26.42,320.0,29.91,6.21,57.2,14.000000000000002
35.6,65.83,330.0,29.85,6.21,41.85,8.0
41.0,58.27,340.0,30.09,6.21,55.4,13.0
42.8,51.45,310.0,29.91,6.21,60.8,16.0
51.8,82.12,220.0,30.03,6.21,57.2,14.000000000000002
46.4,51.98,360.0,30.0,6.21,64.4,18.000000000000004
30.2,29.35,300.0,29.65,6.21,62.6,17.0
30.2,40.54,310.0,29.68,6.21,53.6,12.0
35.6,44.19,330.0,29.44,6.21,57.2,14.000000000000002
37.4,47.44,320.0,29.59,6.21,57.2,14.000000000000002
37.4,54.07,310.0,29.85,6.21,53.6,12.0
42.8,76.18,320.0,29.74,6.21,46.29,10.0
26.6,30.69,300.0,29.97,6.21,57.2,14.000000000000002
33.8,43.9,240.0,29.83,6.21,55.4,13.0
35.6,47.16,250.0,29.97,6.21,55.4,13.0
39.2,42.0,270.0,29.71,6.21,62.6,17.0
39.2,47.72,230.0,29.97,6.21,59.0,15.0
32.0,31.56,290.0,29.88,6.21,62.6,17.0
48.2,63.15,240.0,29.65,6.21,60.8,16.0
37.4,50.64,290.0,29.77,6.21,55.4,13.0
44.6,62.69,270.0,29.38,6.21,57.2,14.000000000000002
28.4,35.28,320.0,29.88,6.21,55.4,13.0
35.6,44.19,210.0,30.03,6.21,57.2,14.000000000000002
42.8,37.61,260.0,29.85,6.21,69.8,21.0
48.2,52.25,210.0,29.88,6.21,66.2,19.0
46.4,48.83,240.0,29.8,6.21,66.2,19.0
44.6,58.77,130.0,29.97,6.21,59.0,15.0
44.6,66.91,230.0,30.0,6.21,55.4,13.0
44.6,58.77,30.0,29.8,6.21,59.0,15.0
42.8,54.86,230.0,30.03,6.21,59.0,15.0
41.0,54.6,230.0,30.03,6.21,57.2,14.000000000000002
42.8,54.86,200.0,29.97,6.21,59.0,15.0
33.8,36.16,230.0,30.12,6.21,60.8,16.0
39.2,50.91,270.0,30.18,6.21,57.2,14.000000000000002
44.6,58.77,50.0,30.06,6.21,59.0,15.0
46.4,62.92,220.0,30.06,6.21,59.0,15.0
30.2,33.35,250.0,30.15,6.21,59.0,15.0
37.4,50.64,250.0,30.24,6.21,55.4,13.0
33.8,33.93,270.0,29.8,6.21,62.6,17.0
33.8,41.13,290.0,29.68,6.21,57.2,14.000000000000002
44.6,62.69,180.0,29.68,6.21,57.2,14.000000000000002
26.6,26.98,70.0,29.53,6.21,60.8,16.0
28.4,27.27,300.0,29.65,6.21,62.6,17.0
41.0,51.18,180.0,29.94,6.21,59.0,15.0
33.8,33.93,240.0,30.15,6.21,62.6,17.0
35.6,38.85,280.0,30.27,6.21,60.8,16.0
39.2,44.76,80.0,30.27,6.21,60.8,16.0
42.8,48.28,90.0,30.3,6.21,62.6,17.0
37.4,34.51,300.0,30.15,6.21,66.2,19.0
33.8,33.93,90.0,30.18,6.21,62.6,17.0
46.4,59.01,80.0,30.36,6.21,60.8,16.0
44.6,55.12,80.0,30.33,6.21,60.8,16.0
32.0,33.64,40.0,30.27,6.21,60.8,16.0
46.4,45.88,210.0,30.18,6.21,68.0,20.0
37.4,32.43,290.0,30.15,6.21,68.0,20.0
42.8,37.61,260.0,30.15,6.21,69.8,21.0
53.6,72.38,160.0,30.15,6.21,62.6,17.0
44.6,48.55,320.0,30.24,6.21,64.4,18.000000000000004
50.0,67.54,90.0,30.15,6.21,60.8,16.0
51.8,67.75,230.0,30.09,6.21,62.6,17.0
55.4,77.29,220.0,29.83,5.59,62.6,17.0
24.8,23.5,320.0,29.88,6.21,62.6,17.0
35.6,38.85,220.0,29.97,6.21,60.8,16.0
33.8,31.85,300.0,29.83,6.21,64.4,18.000000000000004
35.6,47.16,180.0,29.74,6.21,55.4,13.0
39.2,50.91,210.0,29.83,6.21,57.2,14.000000000000002
44.6,58.77,170.0,29.97,6.21,59.0,15.0
50.0,67.54,60.0,29.91,6.21,60.8,16.0
51.8,76.98,50.0,29.88,6.21,59.0,15.0
53.6,77.14,150.0,30.0,4.97,60.8,16.0
50.0,67.54,200.0,29.97,6.21,60.8,16.0
53.6,72.38,60.0,29.68,6.21,62.6,17.0
51.8,72.2,40.0,29.56,5.59,60.8,16.0
46.4,40.57,300.0,29.77,6.21,70.37,21.999999999999996
48.2,55.63,220.0,29.97,6.21,64.4,18.000000000000004
46.4,45.88,180.0,30.09,6.21,68.0,20.0
53.6,77.14,210.0,30.12,6.21,60.8,16.0
53.6,63.82,80.0,30.21,6.21,66.2,19.0
53.6,63.82,220.0,30.18,6.21,66.2,19.0
53.6,63.82,220.0,30.09,6.21,66.2,19.0
57.2,72.74,120.0,29.94,6.21,66.2,19.0
53.6,67.95,80.0,30.03,6.21,64.4,18.000000000000004
53.6,59.97,200.0,30.06,6.21,68.0,20.0
53.6,59.97,80.0,30.12,6.21,68.0,20.0
48.2,49.1,90.0,30.0,6.21,68.0,20.0
50.0,59.5,150.0,30.09,6.21,64.4,18.000000000000004
51.8,63.6,70.0,30.12,6.21,64.4,18.000000000000004
55.4,64.04,220.0,29.88,6.21,68.0,20.0
50.0,63.38,110.0,29.74,6.21,62.6,17.0
51.8,67.75,70.0,29.62,6.21,62.6,17.0
55.4,77.29,80.0,29.65,6.21,62.6,17.0
55.4,68.15,310.0,29.85,6.21,66.2,19.0
55.4,64.04,220.0,30.06,6.21,68.0,20.0
48.2,46.16,160.0,30.06,6.21,69.8,21.0
39.2,28.96,260.0,29.88,6.21,71.8,23.000000000000004
42.8,35.37,280.0,29.91,6.21,70.12,21.999999999999996
33.8,23.39,230.0,29.83,6.21,71.54,23.000000000000004
51.8,52.77,110.0,29.85,6.21,69.8,21.0
50.0,59.5,60.0,29.97,6.21,64.4,18.000000000000004
46.4,45.88,330.0,29.94,6.21,68.0,20.0
51.8,56.13,180.0,29.97,6.21,68.0,20.0
51.8,59.74,180.0,29.88,6.21,66.2,19.0
50.0,41.14,230.0,29.83,6.21,75.2,24.0
51.8,59.74,190.0,29.97,6.21,66.2,19.0
57.2,68.35,210.0,30.03,6.21,68.0,20.0
55.4,68.15,210.0,30.09,6.21,66.2,19.0
59.0,72.92,90.0,30.06,6.21,68.0,20.0
50.0,43.69,220.0,30.15,6.21,73.4,23.000000000000004
57.2,60.44,220.0,30.12,6.21,71.6,21.999999999999996
62.6,73.27,220.0,30.06,6.21,71.6,21.999999999999996
48.2,38.46,200.0,30.0,6.21,75.2,24.0
51.8,59.74,150.0,30.0,6.21,66.2,19.0
51.8,72.2,110.0,30.06,6.21,60.8,16.0
42.8,42.57,270.0,30.33,6.21,66.2,19.0
51.8,56.13,210.0,30.24,6.21,68.0,20.0
46.4,45.88,190.0,30.06,6.21,68.0,20.0
53.6,56.38,190.0,29.97,6.21,69.8,21.0
55.4,68.15,90.0,29.94,6.21,66.2,19.0
57.2,68.35,150.0,29.77,6.21,68.0,20.0
60.8,77.75,80.0,29.88,6.21,68.0,20.0
62.6,73.27,80.0,29.77,3.11,71.6,21.999999999999996
42.8,35.37,180.0,29.85,6.21,70.12,21.999999999999996
42.8,33.29,300.0,29.88,6.21,72.0,23.000000000000004
50.0,55.88,110.0,30.06,6.21,66.2,19.0
50.0,52.51,100.0,30.0,6.21,68.0,20.0
57.2,77.45,110.0,30.03,6.21,64.4,18.000000000000004
50.0,52.51,120.0,30.09,6.21,68.0,20.0
53.6,56.38,100.0,29.94,6.21,69.8,21.0
53.6,56.38,220.0,30.0,6.21,69.8,21.0
55.4,68.15,180.0,30.03,6.21,66.2,19.0
53.6,53.03,210.0,30.03,6.21,71.6,21.999999999999996
50.0,46.43,320.0,30.06,6.21,71.6,21.999999999999996
48.2,43.42,330.0,30.06,6.21,70.5,21.999999999999996
55.4,56.63,210.0,30.0,6.21,71.6,21.999999999999996
60.8,68.75,200.0,29.85,6.21,71.6,21.999999999999996
50.0,49.37,100.0,30.0,6.21,69.8,21.0
62.6,68.94,70.0,29.97,6.21,73.4,23.000000000000004
62.6,61.13,70.0,29.97,6.21,77.0,25.0
64.4,61.36,80.0,30.06,6.21,80.56,26.0
59.0,45.07,100.0,30.03,6.21,82.46,28.000000000000004
57.2,47.52,80.0,30.03,6.21,78.8,26.0
59.0,47.79,110.0,30.12,6.21,81.11,26.999999999999996
53.6,34.97,220.0,30.12,6.21,82.76,29.0
53.6,29.45,300.0,30.03,6.21,87.36,32.0
53.6,31.17,210.0,29.85,6.21,85.72,31.0
57.2,53.55,200.0,29.88,6.21,75.2,24.0
51.8,41.42,200.0,29.94,6.21,77.0,25.0
53.6,44.25,200.0,29.94,6.21,77.0,25.0
57.2,53.55,210.0,30.03,6.21,75.2,24.0
57.2,50.43,210.0,30.06,6.21,77.0,25.0
62.6,57.6,210.0,29.97,6.21,80.31,26.0
48.2,32.18,90.0,29.91,6.21,80.6,26.999999999999996
66.2,61.58,100.0,30.0,6.21,82.75,26.999999999999996
68.0,69.52,110.0,30.06,6.21,81.1,26.0
64.4,61.36,50.0,29.85,6.21,80.56,26.0
57.2,47.52,310.0,29.85,6.21,78.8,26.0
62.6,54.3,200.0,29.91,6.21,81.84,26.999999999999996
69.8,73.95,160.0,30.03,6.21,81.39,26.0
68.0,69.52,200.0,29.94,6.21,81.1,26.0
53.6,41.69,210.0,29.94,6.21,78.8,26.0
59.0,53.8,160.0,30.03,6.21,77.0,25.0
68.0,69.52,170.0,29.94,6.21,81.1,26.0
64.4,61.36,70.0,30.0,6.21,80.56,26.0
48.2,28.63,60.0,29.97,6.21,82.04,29.0
59.0,47.79,230.0,29.88,6.21,81.11,26.999999999999996
64.4,54.55,220.0,29.94,6.21,83.98,28.000000000000004
69.8,69.71,180.0,29.91,6.21,83.9,26.999999999999996
69.8,83.32,90.0,29.91,6.21,76.34,24.0
60.8,57.36,200.0,30.0,6.21,77.0,25.0
51.8,43.97,330.0,30.0,6.21,75.2,24.0
55.4,41.97,210.0,29.94,6.21,80.53,26.999999999999996
51.8,41.42,210.0,29.94,6.21,77.0,25.0
60.8,57.36,110.0,29.97,6.21,77.0,25.0
57.2,47.52,210.0,29.97,6.21,78.8,26.0
68.0,69.52,110.0,30.03,6.21,81.1,26.0
68.0,69.52,180.0,30.09,6.21,81.1,26.0
64.4,57.84,210.0,30.09,6.21,82.27,26.999999999999996
71.6,69.9,200.0,30.06,6.21,87.18,28.000000000000004
64.4,51.47,160.0,30.0,6.21,85.71,29.0
71.6,65.95,100.0,29.83,6.21,89.6,29.0
55.4,33.29,230.0,29.83,6.21,86.11,31.0
55.4,41.97,200.0,30.0,6.21,80.53,26.999999999999996
51.8,34.69,350.0,29.97,6.21,81.2,28.000000000000004
68.0,61.81,220.0,29.83,6.21,85.38,28.000000000000004
68.0,61.81,190.0,29.88,6.21,85.38,28.000000000000004
68.0,61.81,110.0,29.85,6.21,85.38,28.000000000000004
68.0,65.54,200.0,29.94,6.21,83.29,26.999999999999996
69.8,65.74,180.0,30.0,6.21,86.22,28.000000000000004
69.8,65.74,200.0,29.94,6.21,86.22,28.000000000000004
62.6,61.13,220.0,29.85,6.21,77.0,25.0
59.0,47.79,210.0,29.91,6.21,81.11,26.999999999999996
64.4,54.55,220.0,29.88,6.21,83.98,28.000000000000004
68.0,61.81,280.0,29.85,6.21,85.38,28.000000000000004
68.0,65.54,70.0,29.77,6.21,83.29,26.999999999999996
66.2,61.58,130.0,29.91,6.21,82.75,26.999999999999996
68.0,61.81,90.0,30.0,6.21,85.38,28.000000000000004
62.6,51.21,120.0,30.03,6.21,83.41,28.000000000000004
69.8,65.74,200.0,30.0,6.21,86.22,28.000000000000004
71.6,65.95,210.0,30.0,6.21,89.6,29.0
71.6,65.95,210.0,29.94,6.21,89.6,29.0
69.8,62.03,110.0,29.88,6.21,88.43,29.0
71.6,65.95,190.0,29.85,6.21,89.6,29.0
69.8,65.74,150.0,29.97,6.21,86.22,28.000000000000004
66.2,65.33,150.0,29.97,6.21,80.82,26.0
60.8,38.18,340.0,29.77,6.21,89.6,32.0
55.4,44.52,180.0,30.03,6.21,78.8,26.0
64.4,65.12,80.0,30.09,6.21,77.0,25.0
57.2,50.43,220.0,30.15,6.21,77.0,25.0
60.8,54.05,210.0,30.09,6.21,78.8,26.0
66.2,61.58,200.0,29.94,6.21,82.75,26.999999999999996
66.2,65.33,90.0,29.91,6.21,80.82,26.0
62.6,61.13,110.0,30.0,6.21,77.0,25.0
59.0,57.12,100.0,30.03,6.21,75.2,24.0
60.8,64.69,30.0,30.0,6.21,73.4,23.000000000000004
62.6,61.13,200.0,30.06,6.21,77.0,25.0
64.4,61.36,170.0,30.12,6.21,80.56,26.0
68.0,61.81,210.0,30.0,6.21,85.38,28.000000000000004
73.4,74.28,200.0,29.83,6.21,88.26,28.000000000000004
62.6,51.21,80.0,30.0,6.21,83.41,28.000000000000004
62.6,54.3,80.0,30.03,6.21,81.84,26.999999999999996
69.8,65.74,70.0,30.03,6.21,86.22,28.000000000000004
60.8,50.95,130.0,30.06,6.21,81.46,26.999999999999996
60.8,48.05,210.0,30.03,6.21,82.9,28.000000000000004
68.0,69.52,80.0,30.0,6.21,81.1,26.0
68.0,69.52,100.0,29.94,5.59,81.1,26.0
59.0,53.8,90.0,29.91,6.21,77.0,25.0
69.8,73.95,60.0,29.91,6.21,81.39,26.0
69.8,69.71,110.0,29.94,6.21,83.9,26.999999999999996
73.4,74.28,200.0,29.85,6.21,88.26,28.000000000000004
73.4,74.28,170.0,29.88,6.21,88.26,28.000000000000004
69.8,65.74,320.0,29.94,6.21,86.22,28.000000000000004
66.2,58.08,90.0,30.0,6.21,84.63,28.000000000000004
60.8,50.95,310.0,29.94,6.21,81.46,26.999999999999996
69.8,69.71,320.0,29.83,6.21,83.9,26.999999999999996
62.6,57.6,90.0,29.91,6.21,80.31,26.0
64.4,61.36,70.0,30.03,6.21,80.56,26.0
68.0,65.54,100.0,29.94,6.21,83.29,26.999999999999996
66.2,65.33,120.0,29.94,6.21,80.82,26.0
69.8,69.71,90.0,29.85,6.21,83.9,26.999999999999996
68.0,65.54,60.0,29.74,6.21,83.29,26.999999999999996
69.8,65.74,90.0,29.8,6.21,86.22,28.000000000000004
71.6,69.9,160.0,29.88,6.21,87.18,28.000000000000004
64.4,57.84,280.0,30.0,6.21,82.27,26.999999999999996
64.4,57.84,110.0,30.03,6.21,82.27,26.999999999999996
60.8,68.75,320.0,30.0,6.21,71.6,21.999999999999996
64.4,78.04,100.0,29.91,6.21,71.6,21.999999999999996
59.0,60.67,330.0,30.0,6.21,73.4,23.000000000000004
55.4,53.29,240.0,30.09,5.59,73.4,23.000000000000004
59.0,64.48,100.0,30.24,5.59,71.6,21.999999999999996
51.8,43.97,80.0,30.24,6.21,75.2,24.0
62.6,68.94,60.0,30.18,6.21,73.4,23.000000000000004
66.2,69.33,120.0,30.18,6.21,77.0,25.0
62.6,64.91,70.0,30.21,6.21,75.2,24.0
64.4,69.14,120.0,30.27,6.21,75.2,24.0
60.8,57.36,310.0,30.24,6.21,77.0,25.0
53.6,46.98,90.0,30.18,6.21,75.2,24.0
64.4,69.14,210.0,30.0,6.21,75.2,24.0
59.0,64.48,110.0,30.03,6.21,71.6,21.999999999999996
64.4,73.44,110.0,29.88,6.21,73.4,23.000000000000004
66.2,73.61,210.0,29.85,6.21,75.2,24.0
62.6,61.13,220.0,29.85,6.21,77.0,25.0
66.2,69.33,220.0,29.88,6.21,77.0,25.0
66.2,69.33,90.0,29.88,6.21,77.0,25.0
59.0,57.12,70.0,29.97,6.21,75.2,24.0
66.2,69.33,140.0,29.8,6.21,77.0,25.0
60.8,64.69,220.0,29.83,6.21,73.4,23.000000000000004
59.0,64.48,110.0,29.74,6.21,71.6,21.999999999999996
57.2,56.88,200.0,29.83,6.21,73.4,23.000000000000004
62.6,61.13,240.0,29.91,6.21,77.0,25.0
64.4,61.36,110.0,30.06,6.21,80.56,26.0
66.2,73.61,210.0,30.12,6.21,75.2,24.0
66.2,73.61,80.0,30.21,6.21,75.2,24.0
64.4,69.14,220.0,30.18,6.21,75.2,24.0
53.6,39.3,340.0,30.09,6.21,80.6,26.999999999999996
51.8,46.71,340.0,30.18,6.21,73.4,23.000000000000004
50.0,43.69,210.0,30.0,6.21,73.4,23.000000000000004
41.0,29.23,320.0,30.0,6.21,73.79,24.0
53.6,46.98,280.0,30.09,6.21,75.2,24.0
60.8,64.69,110.0,30.21,6.21,73.4,23.000000000000004
59.0,68.55,70.0,30.18,6.21,69.8,21.0
57.2,60.44,80.0,30.06,6.21,71.6,21.999999999999996
57.2,56.88,80.0,30.06,6.21,73.4,23.000000000000004
60.8,68.75,290.0,30.21,4.97,71.6,21.999999999999996
59.0,64.48,100.0,30.27,5.59,71.6,21.999999999999996
57.2,60.44,200.0,30.24,6.21,71.6,21.999999999999996
60.8,68.75,200.0,30.12,6.21,71.6,21.999999999999996
62.6,73.27,220.0,29.91,6.21,71.6,21.999999999999996
39.2,30.77,240.0,29.56,6.21,69.91,21.999999999999996
46.4,55.37,210.0,29.68,6.21,62.6,17.0
39.2,42.0,350.0,29.85,6.21,62.6,17.0
50.0,46.43,260.0,29.83,6.21,71.6,21.999999999999996
55.4,82.37,260.0,29.83,4.97,60.8,16.0
46.4,62.92,330.0,29.74,6.21,59.0,15.0
